duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_count
198010,0,0.3,0.897,0,-1.6,0,0.0481,0.0251,0.0,0.328,0.237,150.062,3,3
141137,0,0.123,0.00485,1,-36.102,1,0.0481,0.974,0.832,0.116,0.0394,77.05,3,1
218333,0,0.583,0.742,9,-8.129,0,0.0396,0.266,0.00353,0.104,0.793,115.196,4,1
246733,0,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4,1
322246,0,0.775,0.915,8,-6.856,1,0.0558,0.000812,0.866,0.0418,0.0372,131.988,4,1
196311,0,0.383,0.496,11,-7.101,1,0.0455,0.787,0.0,0.1,0.368,55.693,3,2
316066,0,0.449,0.571,4,-7.119,1,0.0492,0.00604,0.701,0.0748,0.448,84.807,4,1
122866,0,0.94,0.778,6,-3.687,0,0.283,0.0856,1.04e-06,0.106,0.684,127.933,4,1
32417,0,0.428,0.497,8,-10.311,1,0.0491,0.547,0.91,0.693,0.36,71.801,4,1
218883,0,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,1
243346,0,0.308,0.955,4,-3.763,1,0.111,2.39e-05,0.113,0.166,0.237,174.991,4,1
297188,1,0.153,0.907,6,-7.116,1,0.0816,0.000154,0.00625,0.292,0.08,145.796,4,1
138197,0,0.527,0.00841,5,-30.475,1,0.0705,0.993,0.908,0.0815,0.335,77.455,4,1
299280,0,0.15,0.111,5,-23.505,0,0.0606,0.809,0.906,0.199,0.0771,137.877,4,3
145488,0,0.453,0.878,7,-4.414,1,0.0898,0.00515,0.0,0.434,0.635,168.043,4,1
283493,0,0.538,0.607,1,-9.133,0,0.0352,0.0586,0.769,0.0975,0.543,100.158,4,1
117586,0,0.714,0.383,1,-14.602,1,0.0554,0.19,0.844,0.102,0.574,89.949,4,1
231853,0,0.641,0.757,8,-4.867,1,0.0326,0.0165,9.71e-05,0.0906,0.458,87.995,4,1
165533,0,0.51,0.567,4,-7.394,0,0.0895,0.313,0.0,0.103,0.341,66.601,4,2
192437,1,0.866,0.559,8,-7.387,0,0.0409,0.737,0.00711,0.109,0.82,120.016,4,2
159400,0,0.669,0.314,7,-13.569,1,0.0282,0.805,0.0,0.186,0.525,84.341,1,1
516266,0,0.232,0.931,9,-8.804,1,0.0808,0.00413,0.756,0.0927,0.0371,122.684,4,1
116840,0,0.605,0.128,5,-7.703,0,0.0527,0.906,0.0,0.101,0.515,92.105,4,1
233893,0,0.463,0.934,1,-3.566,0,0.141,0.0223,0.0,0.301,0.649,168.005,4,1
173640,1,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,4,1
233827,1,0.66,0.818,8,-6.743,1,0.0248,9.9e-05,0.000908,0.125,0.426,135.012,4,1
217072,0,0.458,0.926,6,-4.633,1,0.0569,0.000476,5e-06,0.0986,0.586,160.051,4,1
158500,0,0.66,0.709,4,-5.497,1,0.0425,0.215,4.16e-05,0.146,0.471,148.03,4,1
327400,0,0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,4,1
237506,0,0.812,0.865,4,-6.5,0,0.0608,0.306,7.68e-06,0.0549,0.639,133.842,4,1
191575,0,0.604,0.236,4,-11.005,0,0.0668,0.908,0.0,0.368,0.535,106.876,4,1
131733,0,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,1
200228,0,0.68,0.967,11,-2.384,1,0.112,0.000364,0.156,0.151,0.68,175.041,4,2
148474,0,0.71,0.251,0,-16.993,0,0.0295,0.763,0.937,0.379,0.412,118.017,4,1
125653,0,0.464,0.74,9,-6.698,1,0.0374,0.471,0.00192,0.14,0.958,151.242,4,1
191306,0,0.504,0.869,11,-2.516,0,0.0317,3.09e-05,0.0,0.0895,0.634,119.968,4,1
331266,0,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,1
231480,0,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,4,1
167760,0,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,1
260333,0,0.504,0.723,10,-5.008,1,0.0395,0.736,6.23e-05,0.0894,0.788,126.913,5,1
218573,0,0.591,0.37,0,-12.9,1,0.0343,0.895,0.737,0.103,0.352,143.94,4,1
278466,0,0.618,0.953,2,-7.016,1,0.0443,0.00193,0.798,0.225,0.51,134.884,4,1
256200,0,0.201,0.973,9,-6.173,0,0.0984,0.0,0.849,0.0803,0.195,112.121,4,1
523842,1,0.804,0.697,1,-5.022,1,0.0683,1.34e-05,0.747,0.0719,0.223,125.013,4,1
317533,0,0.754,0.622,10,-11.883,0,0.0732,0.000195,0.875,0.0939,0.337,134.85,4,1
166086,0,0.632,0.695,7,-11.998,1,0.0515,0.73,0.0,0.799,0.637,94.214,4,1
245498,0,0.507,0.971,1,-2.498,0,0.0826,0.00178,0.00174,0.128,0.275,115.024,4,1
173613,0,0.625,0.778,5,-4.335,1,0.0364,0.601,0.0,0.405,0.944,154.823,4,1
192386,0,0.501,0.268,7,-14.772,1,0.0319,0.911,0.0505,0.13,0.682,81.807,4,1
193653,0,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,4,1
231576,0,0.57,0.102,0,-18.05,1,0.0746,0.741,0.0,0.59,0.294,117.518,4,1
148904,0,0.405,0.462,10,-12.291,1,0.0337,0.734,0.00171,0.147,0.852,63.163,4,2
228133,0,0.53,0.965,4,-2.737,1,0.0882,0.0772,1.24e-06,0.434,0.784,168.983,4,1
106666,0,0.418,0.845,0,-12.182,1,0.0415,0.572,0.144,0.115,0.202,113.794,3,1
231000,0,0.344,0.177,9,-17.959,1,0.0324,0.974,0.949,0.185,0.173,107.611,4,1
301333,0,0.169,0.049,2,-23.409,1,0.0385,0.956,0.017,0.15,0.0799,136.065,4,9
238546,0,0.749,0.667,5,-7.394,0,0.0407,0.0659,1.84e-05,0.144,0.832,124.241,4,1
2851109,0,0.382,0.716,0,-5.812,1,0.0497,0.22,0.0,0.377,0.494,119.809,3,1
285456,1,0.273,0.962,1,-5.502,1,0.487,0.00574,0.189,0.181,0.0786,150.015,4,1
410773,0,0.499,0.491,9,-6.7,0,0.0252,0.0102,0.271,0.0805,0.13,80.026,4,1
221676,0,0.494,0.91,6,-5.727,1,0.0589,0.0151,0.134,0.161,0.494,102.008,4,2
150000,0,0.127,0.0286,5,-31.27,1,0.046,0.951,0.777,0.107,0.114,76.496,3,1
178285,1,0.917,0.505,10,-8.73,0,0.331,0.278,0.00669,0.145,0.267,139.979,4,3
170000,0,0.454,0.215,6,-19.522,0,0.0298,0.938,0.936,0.0958,0.114,118.013,3,1
221760,0,0.798,0.857,6,-3.748,1,0.105,0.0519,4.99e-05,0.142,0.581,102.998,4,2
166138,0,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,4,3
260295,0,0.612,0.716,7,-5.38,1,0.0245,0.03,3.26e-05,0.149,0.682,105.53,4,1
418840,0,0.085,0.0296,0,-28.413,1,0.0392,0.977,0.854,0.419,0.0321,71.031,3,4
304320,0,0.651,0.679,8,-12.202,1,0.0465,0.631,0.826,0.079,0.205,153.005,4,1
448720,0,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,4,1
296626,0,0.276,0.937,7,-6.952,1,0.163,0.000531,0.123,0.227,0.306,153.814,3,1
145588,1,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,4,1
209000,0,0.626,0.446,9,-7.522,1,0.0258,0.497,0.0,0.0919,0.314,112.518,4,1
186018,0,0.652,0.801,0,-6.632,1,0.0576,0.0717,1.22e-06,0.264,0.346,121.099,4,1
233853,1,0.566,0.933,0,-3.584,1,0.038,0.553,5.86e-06,0.156,0.373,109.939,4,1
291175,1,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,2
97285,0,0.422,0.0597,2,-25.258,0,0.04,0.985,0.918,0.103,0.0544,56.123,5,1
182186,1,0.709,0.726,7,-7.129,1,0.0411,0.0977,0.0,0.301,0.405,92.014,4,1
270720,0,0.752,0.97,5,-4.167,1,0.0943,0.0556,1.21e-06,0.0999,0.537,119.97,4,3
259452,0,0.485,0.447,11,-8.42,0,0.0471,0.18,0.35,0.124,0.139,136.001,4,1
161078,0,0.687,0.806,2,-5.242,1,0.0438,0.0157,0.0144,0.29,0.731,135.041,4,1
148427,0,0.784,0.802,8,-5.026,0,0.046,0.238,0.84,0.264,0.894,93.009,4,1
500066,0,0.845,0.476,1,-9.619,1,0.0458,0.0217,0.804,0.0852,0.593,122.994,4,1
340986,0,0.292,0.323,6,-16.149,1,0.0419,0.951,0.125,0.421,0.599,83.159,4,2
140425,1,0.846,0.876,10,-4.168,0,0.0931,0.0237,8.43e-06,0.0921,0.774,94.004,4,1
182666,0,0.318,0.941,10,-4.921,0,0.164,0.00262,5.46e-05,0.128,0.547,203.888,4,1
269426,0,0.374,0.726,0,-8.916,1,0.0787,0.0289,0.0,0.111,0.546,178.535,4,1
253048,0,0.811,0.502,9,-9.615,1,0.0356,0.46,0.011,0.0975,0.652,106.999,4,1
249464,0,0.521,0.993,11,-3.251,1,0.101,0.000666,0.758,0.0893,0.156,114.989,4,1
115147,0,0.559,0.455,9,-12.292,1,0.061,0.745,0.849,0.711,0.451,101.698,4,1
161693,0,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,4,1
231580,0,0.536,0.79,11,-7.613,0,0.0631,0.00183,0.14,0.107,0.467,101.985,4,1
151573,0,0.441,0.36,5,-10.69,1,0.033,0.772,0.0,0.345,0.688,116.809,4,1
206696,0,0.741,0.695,1,-5.341,1,0.0454,0.021,0.0,0.0922,0.861,134.032,4,2
202706,0,0.701,0.888,7,-4.798,1,0.116,0.458,0.0,0.684,0.808,120.048,4,3
237106,0,0.26,0.126,4,-20.451,0,0.041,0.959,0.419,0.125,0.13,74.0,4,1
226942,0,0.647,0.809,9,-6.97,1,0.0267,0.00781,4.18e-05,0.237,0.665,99.975,4,1
250360,0,0.481,0.994,4,-3.823,1,0.117,1.55e-05,0.00702,0.0579,0.343,123.971,4,1
224514,0,0.67,0.927,1,-3.047,1,0.1,0.0469,0.0,0.284,0.872,132.048,4,1
165613,0,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,4,1
271306,0,0.559,0.532,2,-6.461,1,0.0302,0.157,4.28e-06,0.0927,0.11,104.02,4,1
127787,0,0.676,0.834,4,-9.08,1,0.946,0.807,0.0,0.658,0.539,76.13,3,1
138946,0,0.646,0.7,4,-7.449,1,0.122,0.597,0.0,0.0777,0.913,124.652,3,1
261946,0,0.516,0.405,7,-12.327,1,0.0424,0.152,3.44e-06,0.154,0.267,160.047,3,3
239400,0,0.416,0.971,9,-3.469,0,0.0983,0.000153,0.009,0.448,0.204,87.425,4,1
199960,0,0.428,0.594,9,-9.657,1,0.0693,0.875,2.2e-05,0.133,0.786,131.18,4,1
177053,0,0.556,0.665,1,-4.767,0,0.0297,0.309,0.0,0.223,0.707,95.006,4,1
138280,0,0.47,0.941,2,-3.242,1,0.0381,1.93e-05,0.0,0.0556,0.696,106.974,4,1
204866,0,0.65,0.783,7,-6.197,0,0.0377,0.22,3.71e-06,0.182,0.302,109.959,4,2
204760,0,0.479,0.901,11,-11.253,0,0.0481,0.0585,0.000102,0.109,0.588,138.67,4,1
326813,0,0.286,0.703,4,-4.491,0,0.0348,0.00847,7.39e-05,0.142,0.259,151.297,4,1
1664000,0,0.295,0.483,0,-8.233,0,0.0414,0.467,0.827,0.17,0.128,101.966,4,1
203253,1,0.81,0.535,0,-6.442,1,0.0907,0.347,0.0,0.211,0.643,128.936,4,3
256293,0,0.445,0.278,10,-11.882,0,0.0313,0.914,0.00577,0.101,0.262,99.058,3,2
306000,0,0.428,0.707,5,-10.873,0,0.135,0.142,0.00197,0.363,0.18,74.732,4,1
244880,0,0.606,0.298,2,-11.326,0,0.0319,0.701,2.06e-06,0.13,0.174,118.907,4,1
235080,0,0.65,0.628,7,-7.16,1,0.0232,0.0483,0.0,0.119,0.7,84.141,4,1
152250,0,0.777,0.832,1,-5.739,1,0.179,0.00632,0.0508,0.12,0.775,139.917,4,1
229000,0,0.511,0.268,9,-15.483,0,0.0608,0.981,0.952,0.107,0.337,98.851,4,1
160000,0,0.181,0.382,11,-12.775,0,0.0529,0.986,0.0324,0.66,0.113,87.467,4,4
283716,0,0.741,0.679,5,-6.941,0,0.0337,0.23,0.0114,0.116,0.78,97.507,4,2
208573,0,0.888,0.876,8,-4.249,1,0.0425,0.61,3.25e-05,0.375,0.992,123.291,4,1
494979,0,0.621,0.87,1,-5.647,0,0.0828,0.0258,0.0,0.918,0.721,125.031,4,1
193443,0,0.546,0.252,2,-10.296,1,0.0756,0.928,0.37,0.18,0.519,122.49,4,1
232128,0,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,4,1
202633,0,0.637,0.936,11,-5.274,0,0.0371,0.0465,0.00015,0.104,0.497,126.027,3,1
271306,0,0.559,0.532,2,-6.461,1,0.0302,0.157,4.28e-06,0.0927,0.11,104.02,4,1
145536,0,0.662,0.458,4,-10.295,0,0.0347,0.49,0.133,0.11,0.497,81.012,4,1
255800,1,0.27,0.95,11,-5.251,0,0.116,0.00129,0.0267,0.262,0.389,150.117,4,1
166866,0,0.776,0.788,1,-7.785,1,0.18,0.0732,0.0578,0.0773,0.871,99.91,4,2
189356,0,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,4,1
308066,0,0.677,0.645,10,-5.917,1,0.0312,0.0376,0.0693,0.105,0.765,82.017,4,1
180000,0,0.84,0.837,5,-6.18,0,0.272,0.229,0.0,0.105,0.881,141.999,4,2
185906,0,0.389,0.505,6,-7.777,0,0.037,0.538,0.00403,0.216,0.244,121.775,4,1
152216,0,0.419,0.308,2,-8.937,1,0.0292,0.937,1.14e-05,0.229,0.618,177.797,3,1
239293,0,0.529,0.903,2,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.746,129.986,4,1
280084,0,0.575,0.655,8,-7.464,1,0.0427,0.604,0.000388,0.094,0.703,82.077,4,1
318874,0,0.438,0.577,5,-8.285,1,0.0357,0.0206,1.29e-05,0.253,0.114,139.983,4,1
232666,0,0.624,0.306,2,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,4,2
287746,0,0.62,0.789,10,-6.484,1,0.0698,0.379,0.0,0.249,0.753,84.987,4,1
301013,0,0.618,0.392,6,-7.29,1,0.0288,0.818,0.0,0.107,0.367,143.924,4,1
124055,1,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,4,1
212306,0,0.681,0.712,7,-7.445,0,0.0393,0.32,0.0,0.295,0.84,115.098,4,1
531667,0,0.641,0.722,7,-9.56,1,0.0553,0.00153,0.859,0.105,0.353,126.013,4,1
121559,0,0.358,0.341,2,-10.472,1,0.0341,0.961,0.0989,0.208,0.438,112.059,4,1
295386,0,0.49,0.777,6,-6.237,1,0.0384,0.366,0.0,0.139,0.427,144.81,4,1
251361,0,0.588,0.805,7,-4.603,1,0.0697,0.00162,0.000398,0.406,0.615,174.058,4,3
339093,0,0.494,0.267,2,-13.019,1,0.0321,0.577,0.033,0.101,0.367,151.536,4,1
212715,0,0.374,0.724,1,-7.862,1,0.0424,0.494,0.0,0.166,0.518,175.971,4,1
124253,0,0.261,0.935,9,-5.823,1,0.181,0.0019,0.0,0.352,0.704,158.975,4,1
217493,0,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,1
201560,0,0.353,0.579,7,-10.482,1,0.039,0.0704,0.36,0.112,0.713,160.467,5,1
211668,0,0.565,0.586,10,-8.032,1,0.0297,0.272,3.47e-05,0.361,0.507,91.683,4,1
208920,0,0.325,0.151,0,-15.538,1,0.0297,0.786,0.0,0.0813,0.1,106.146,4,1
195417,0,0.787,0.677,6,-4.987,1,0.0761,0.575,1.14e-06,0.27,0.577,101.925,4,1
252400,0,0.442,0.693,7,-5.126,0,0.0908,0.33,0.0,0.174,0.699,96.397,4,1
203906,0,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,1
398799,0,0.223,0.359,0,-7.569,1,0.0312,0.845,0.0,0.133,0.193,73.059,4,2
226360,0,0.715,0.601,3,-3.413,1,0.0327,0.538,5.01e-06,0.167,0.796,134.929,4,1
274133,0,0.63,0.367,1,-11.054,1,0.0232,0.052,0.000202,0.103,0.547,98.995,4,1
224746,0,0.556,0.833,5,-5.29,1,0.0402,0.0156,0.0,0.0659,0.374,125.07,4,1
132960,0,0.803,0.546,3,-10.258,1,0.0321,0.0197,0.0535,0.064,0.764,114.955,4,1
243578,0,0.657,0.581,0,-8.108,1,0.0298,0.699,1.82e-05,0.116,0.323,118.037,4,2
226581,0,0.239,0.419,1,-9.635,1,0.0314,0.188,0.188,0.112,0.0379,102.709,4,1
213093,0,0.442,0.746,7,-5.883,1,0.0335,0.0074,0.0,0.0996,0.415,126.035,4,1
219328,0,0.499,0.978,10,-4.219,0,0.108,0.254,1.08e-06,0.866,0.479,174.087,4,1
197533,0,0.529,0.748,7,-5.089,0,0.0632,0.0534,0.0,0.209,0.523,81.993,4,1
181096,0,0.623,0.739,5,-4.309,0,0.0977,0.627,0.0,0.164,0.73,99.963,4,2
429540,0,0.424,0.948,9,-6.401,0,0.096,0.0002,0.00104,0.111,0.134,136.047,4,1
209890,0,0.703,0.981,6,-5.76,1,0.187,0.000689,0.439,0.0832,0.109,141.007,4,1
167693,0,0.755,0.224,4,-11.333,1,0.0483,0.864,0.0,0.335,0.759,115.581,4,1
270187,0,0.609,0.717,11,-7.177,1,0.045,0.6,0.0,0.082,0.425,93.941,4,1
200785,1,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,4,2
274946,0,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,3
207787,0,0.362,0.966,10,-4.731,0,0.154,0.0129,0.46,0.191,0.0374,137.645,4,3
168054,0,0.847,0.551,1,-9.335,0,0.0544,0.309,0.011,0.145,0.614,110.0,4,2
239893,0,0.353,0.906,7,-5.969,1,0.0476,0.0104,0.000134,0.0634,0.55,114.331,4,1
138893,0,0.477,0.981,2,-2.834,1,0.0573,0.000161,5.48e-06,0.372,0.623,106.724,4,1
264161,0,0.766,0.648,0,-11.719,1,0.0344,0.021,0.000136,0.25,0.979,126.035,4,1
357030,0,0.807,0.628,6,-17.592,1,0.0648,0.00125,0.932,0.0581,0.319,123.059,4,1
132000,0,0.768,0.767,5,-8.06,0,0.0358,0.194,0.0,0.121,0.457,125.029,4,1
160640,0,0.693,0.511,9,-6.565,0,0.0567,0.773,4.52e-06,0.0708,0.65,114.982,4,1
184240,0,0.58,0.0261,5,-23.713,1,0.0851,0.993,0.948,0.0891,0.074,127.878,4,1
328864,0,0.465,0.23,5,-13.791,0,0.0325,0.349,2.85e-06,0.539,0.114,123.102,4,1
191188,1,0.686,0.511,10,-7.782,1,0.0284,0.133,6.3e-05,0.102,0.39,107.067,4,2
404520,0,0.81,0.95,6,-5.415,0,0.0733,2.76e-05,0.0635,0.0952,0.501,124.993,4,3
454759,0,0.919,0.641,2,-9.377,1,0.0787,0.00126,0.898,0.108,0.474,124.979,4,1
298333,0,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,4,1
213061,0,0.852,0.978,11,-4.328,1,0.0463,0.124,0.0,0.375,0.942,130.072,4,2
162599,0,0.492,0.789,4,-5.219,1,0.0358,0.145,0.0,0.298,0.963,174.641,4,1
159066,0,0.652,0.303,7,-8.573,1,0.0297,0.851,0.0,0.324,0.706,114.665,3,1
444714,0,0.723,0.811,1,-12.246,1,0.0342,0.0198,0.874,0.136,0.0985,124.028,4,1
144266,0,0.67,0.149,4,-13.795,1,0.0415,0.724,0.0,0.335,0.598,116.096,4,2
220640,0,0.289,0.399,9,-9.832,0,0.0481,0.839,3.06e-05,0.145,0.367,80.969,5,1
207034,0,0.446,0.287,6,-9.367,1,0.0533,0.899,0.0,0.102,0.252,176.829,3,1
263666,0,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,2
268480,0,0.613,0.784,2,-10.718,1,0.0391,0.129,4.94e-05,0.204,0.456,120.645,4,1
194293,0,0.757,0.707,3,-3.158,1,0.0352,0.475,0.0,0.0754,0.858,127.954,4,1
200766,0,0.52,0.363,1,-13.666,1,0.0357,0.821,0.479,0.0863,0.0398,139.989,4,1
220653,0,0.702,0.514,7,-13.547,1,0.78,0.777,0.0,0.683,0.423,119.313,4,1
201932,0,0.313,0.242,0,-12.028,0,0.0383,0.964,0.00788,0.107,0.406,87.07,3,1
158306,0,0.673,0.534,4,-14.0,0,0.0692,0.715,0.0,0.161,0.742,110.513,4,1
221680,1,0.873,0.581,9,-7.525,0,0.369,0.132,0.0,0.0851,0.685,150.939,4,2
179440,0,0.641,0.928,4,-3.882,1,0.0506,0.0345,0.0,0.144,0.839,117.981,4,2
195533,0,0.521,0.808,4,-3.852,0,0.0526,0.0363,0.0,0.227,0.198,140.077,4,1
252960,0,0.519,0.742,1,-4.043,1,0.0324,0.0747,0.0,0.127,0.598,116.752,4,1
249093,0,0.616,0.58,10,-14.389,0,0.0464,0.0483,2.6e-05,0.0611,0.625,85.8,4,1
561666,0,0.244,0.0156,5,-24.216,1,0.0477,0.973,0.935,0.0961,0.0689,68.323,3,1
212662,0,0.683,0.835,5,-10.584,1,0.0404,0.218,0.000584,0.254,0.784,93.012,4,1
232533,0,0.701,0.794,11,-4.679,1,0.0533,0.202,0.0,0.426,0.82,94.986,4,1
169893,0,0.568,0.382,6,-12.898,1,0.0323,0.749,0.0,0.123,0.429,111.388,4,1
478265,0,0.741,0.718,10,-7.878,0,0.0378,0.000253,0.247,0.0983,0.374,123.008,4,2
145866,0,0.183,0.235,3,-14.98,1,0.0384,0.722,0.511,0.102,0.0822,69.653,4,1
74257,0,0.795,0.223,0,-12.63,1,0.183,0.876,0.174,0.0817,0.83,123.61,4,1
173893,0,0.541,0.842,0,-3.479,1,0.0436,0.145,3.05e-05,0.135,0.747,120.987,4,1
373524,0,0.504,0.341,4,-10.772,0,0.0263,0.752,7.42e-05,0.115,0.295,84.994,4,1
165999,0,0.7,0.205,7,-20.188,0,0.043,0.805,0.877,0.0698,0.134,118.016,4,2
71373,0,0.275,0.414,2,-15.251,1,0.0549,0.695,0.000299,0.3,0.268,137.625,3,2
171333,0,0.852,0.859,10,-3.214,0,0.0657,0.153,0.000921,0.136,0.914,108.344,4,1
191219,0,0.599,0.955,0,-5.484,1,0.0338,3.67e-05,0.945,0.133,0.0398,123.0,4,2
210349,0,0.72,0.283,2,-11.61,0,0.0417,0.83,6.95e-05,0.111,0.437,120.033,4,1
200520,0,0.337,0.898,7,-8.282,1,0.0369,0.000141,0.578,0.0895,0.614,136.864,4,1
275294,0,0.716,0.727,9,-3.206,0,0.0874,0.697,0.925,0.086,0.44,101.999,4,1
232506,0,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,4,1
314653,0,0.489,0.985,7,-4.435,1,0.0456,0.0145,0.525,0.146,0.0489,144.011,4,1
154566,0,0.747,0.72,5,-5.031,1,0.0559,0.0192,0.0,0.0814,0.432,160.034,4,1
189840,0,0.635,0.993,1,-1.907,1,0.0904,0.0296,0.000742,0.719,0.554,123.988,4,1
160863,0,0.69,0.861,11,-4.985,1,0.056,0.662,0.0,0.555,0.618,125.897,4,1
321323,0,0.597,0.665,7,-4.403,1,0.129,0.424,0.0,0.115,0.443,94.467,4,2
252306,0,0.716,0.494,4,-14.118,1,0.0288,0.62,1.28e-05,0.303,0.805,129.864,4,1
190217,0,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,2
390222,0,0.394,0.641,0,-6.493,0,0.0312,0.276,0.0,0.0958,0.335,81.932,4,1
252960,0,0.354,0.535,9,-8.876,1,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,4,1
347960,0,0.337,0.884,1,-5.096,1,0.0588,0.0154,0.0,0.395,0.331,155.942,4,1
212080,0,0.818,0.433,0,-10.853,1,0.0702,0.175,0.00413,0.124,0.119,119.993,4,1
210106,0,0.63,0.758,7,-7.344,1,0.0256,0.00613,1.08e-05,0.299,0.918,104.257,4,1
233093,0,0.517,0.895,7,-4.686,1,0.0648,0.501,1.63e-06,0.388,0.595,152.673,4,1
161929,0,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,3,1
282386,0,0.469,0.923,5,-1.706,1,0.066,0.463,0.0,0.222,0.501,138.1,4,1
184250,0,0.687,0.574,5,-6.249,1,0.0404,0.739,0.0,0.109,0.251,126.976,4,1
171237,0,0.683,0.691,1,-14.276,1,0.917,0.802,0.0,0.926,0.445,127.536,5,1
194706,0,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,1
322480,0,0.644,0.913,5,-8.782,0,0.0559,0.00656,0.883,0.0809,0.45,134.002,4,1
197400,0,0.352,0.848,1,-5.994,1,0.0378,0.00559,0.00524,0.0798,0.752,148.027,4,1
189767,0,0.602,0.625,8,-5.165,1,0.0394,0.0667,4.72e-06,0.112,0.389,86.036,4,2
156462,0,0.601,0.858,8,-5.574,0,0.0427,0.577,0.000862,0.0813,0.968,166.067,4,1
186598,0,0.377,0.942,9,-4.688,0,0.0843,0.457,0.0,0.964,0.806,149.122,4,1
1025706,0,0.817,0.626,10,-13.718,0,0.049,0.154,0.84,0.323,0.347,124.898,4,1
170306,0,0.589,0.872,2,-9.131,0,0.0756,0.577,0.0,0.82,0.787,110.858,4,1
215215,1,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.0751,0.757,99.987,4,3
180132,0,0.73,0.902,0,-4.697,1,0.0516,0.00184,0.0,0.431,0.749,126.054,4,2
440546,0,0.861,0.671,11,-8.566,0,0.0785,0.0553,0.000124,0.133,0.671,120.006,4,2
253160,0,0.71,0.801,7,-4.845,1,0.0896,0.0728,0.0,0.0744,0.845,145.102,4,4
197226,0,0.751,0.444,0,-13.842,0,0.0377,0.434,0.0,0.303,0.956,116.401,4,1
138640,0,0.583,0.513,11,-8.619,0,0.047,0.637,0.0,0.352,0.955,152.326,4,1
114793,1,0.753,0.715,9,-10.016,1,0.531,0.538,0.000139,0.526,0.581,121.037,4,2
118000,0,0.479,0.972,11,-5.34,1,0.0495,0.00124,3.34e-06,0.535,0.891,186.782,4,1
307440,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,1
219375,0,0.79,0.772,6,-5.235,0,0.263,0.382,0.0,0.0805,0.39,128.006,4,2
294760,0,0.525,0.665,0,-6.579,1,0.0274,0.577,0.0,0.142,0.36,82.044,4,1
170546,0,0.712,0.581,0,-5.635,0,0.0326,0.438,4.15e-05,0.096,0.551,119.854,4,1
215783,0,0.586,0.279,6,-11.871,1,0.0331,0.795,0.00477,0.11,0.202,142.016,4,1
249626,0,0.52,0.775,0,-5.803,1,0.0348,0.034,0.0,0.364,0.383,136.02,4,1
174545,0,0.776,0.223,8,-13.686,1,0.0379,0.721,3.8e-06,0.119,0.196,109.966,4,1
195590,0,0.914,0.497,1,-7.488,0,0.202,0.114,2.9e-05,0.282,0.324,140.003,4,2
